symbol	kidney_biopsy
SEC61A2	22
LINC02645	0
LINC02662	0
LINC02676	0
ELOCP3	18
ITIH2	0
LINC02663	7
MTND1P37	0
NUDT5	127
CCDC3	5
HMGN1P20	0
KIN	184
KRT8P37	0
UPF2	484
LINC01516	0
ACBD7	19
MTND2P16	4
RPP38	38
ITIH5	77
MRC1	323
CKS1BP2	0
CUBN	2133
GPR158-AS1	0
TRDMT1	33
C1QL3	0
MINDY3	96
ZNF33BP1	5
ARMC3	3
USP6NL-AS1	0
RPP38-DT	6
PABPC1P8	0
ACTR3BP5	0
PABPC1P12	0
RPS24P13	2
DUXAP3	0
ZNF37CP	0
PIP4K2A	121
C10orf67	9
RPS4XP11	1
AKR1C4	3
MALRD1	2
ST8SIA6	15
GAD2	0
MKX	3
GDF2	0
ODAD2	3
CHEK2P5	0
ITGA8	81
FXYD6P1	0
CICP9	0
HNRNPRP1	1
LINC02658	0
SLC9B1P3	0
SLC39A12	0
LINC00840	1
CUBNP1	0
LINC02561	0
AMD1P1	1
ZFAND4	14
LINC02675	3
MYO3A	5
EIF2AP4	0
ZNF22-AS1	18
FTLP19	0
ZNF33CP	0
MSRB2	172
OR13A1	0
PTF1A	3
PRTFDC1	7
PROSER2	100
RPL36AP55	0
HIRAP1	0
CTSLP2	0
EIF3LP2	0
LINC00841	0
LINC02672	7
MKX-AS1	0
AGAP10P	5
LINC00838	0
ENKUR	2
RPL26P27	525
DNAJC1	448
MRPL50P4	0
HNRNPA3P1	47
UQCRHP3	0
GPN3P1	0
CUBNP3	0
SLC25A16	49
MRPS35P3	0
PROSER2-AS1	1
UBE2V2P1	2
MYL6P3	12
PHYHIPL	70
VN1R54P	1
NAMPTP1	109
ANKRD54P1	0
ASCC1	98
SPRING1P1	0
RPL26P28	0
RBP3	0
ARHGAP12	332
TATDN1P1	156
SNRPEP8	0
UBE2D1	157
YWHAZP3	11
LINC02632	0
GDF10	1
PRKG1-AS1	2
ZNF33B	102
CEP164P1	1
PCAT5	0
NRP1	365
PLXDC2	407
RSU1	151
TMEM14DP	0
RPL31P44	94
MRLN	6
HMGA1P5	0
ELOCP30	0
RPS3AP37	0
NEK4P3	0
MRPS21P5	0
PRELID1P3	0
JCAD	73
RPSAP6	5
ZNF503	725
SPAG6	5
THAP12P3	19
RPS12P2	0
MARCHF8	230
LINC00595	26
LINC02654	0
TET1	19
DKK1	12
LINC02630	0
KIF5B	1360
NMT2	149
TMEM273	4
CCAR1	1611
FAM32CP	0
ZNF503-AS2	10
RPL39P25	1
ZNF519P1	0
LINC02655	0
ZWINT	6
GRID1-AS1	0
NUTM2A	0
LRMDA	21
JMJD1C-AS1	4
LINC01519	0
RAB5CP1	0
NDUFA8P1	0
ZNF22	123
ANXA11	437
SPA17P1	1
PRXL2A	821
LINC01520	0
MINPP1	433
FARSBP1	0
ANKRD30BP3	0
TFAM	681
CTSLP1	2
RPS3AP5	59
EIF5AP4	1
PPIAP30	0
FAM133CP	266
GRID1	0
CUBNP2	0
LINC02653	0
LINC02671	2
LINC00857	0
LINC00863	12
RPS7P9	0
FAM245A	1
RSU1P3	1
LINC01518	0
WARS2P1	0
MARK2P16	0
SNRPD2P1	42
EIF2S2P3	57
NPAP1P3	0
MYOF	89
BMS1	600
HHEX	24
RPL21P90	5
DUSP8P1	1
CCSER2	272
REEP3	403
RNLS	77
ARHGAP19-SLIT1	0
NRG3-AS1	0
SDHCP2	0
TLL2	1
OR6D1P	0
ABCD1P2	0
NRBF2	113
NPM1P26	14
DYDC1	0
CYP2C19	0
LINC02628	0
MKNK2P1	0
EIF4A1P8	0
CRTAC1	35
DHTKD1	716
CYP26C1	0
RASSF4	203
PIK3AP1	66
CPN1	0
ANKRD2	2
APBB1IP	48
LINC02664	1
FGFBP3	10
KAT6B	208
RSU1P1	0
PLD5P1	7
ZNF25	54
LINC02650	0
LINC01375	0
DBF4P1	2
RPL17P34	2
DYDC2	0
MARCHF5	297
RPA2P2	0
SMARCE1P7	1
DUXAP4	0
ZNF25-DT	0
CHUK	176
MAT1A	1
SFRP5	0
CPEB3	178
RPLP1P10	0
EXOC6	51
BICC1	308
RPL7AP50	656
CHST3	39
MARVELD1	23
KSR1P1	0
RPL7P37	1
PHB1P9	0
NHP2P1	10
TLK2P2	32
LINC01514	0
CYP2C23P	1
MRPL35P2	7
RPS2P36	0
SCD	700
LINC02659	0
TPM4P1	1
RPL17P35	0
HOGA1	151
C10orf62	0
BTRC	88
DNTT	0
POLR3DP1	2
MAPKAPK5P1	0
MTND5P17	11
EMX2OS	353
SNRPGP6	0
FAM171A1	224
ZNF33A	330
DEPP1	113
MTND5P42	0
MORN4	100
YWHAZP5	17
GSTO1	299
FRAT1	18
LINC02647	0
MTND4P18	0
BLOC1S2	487
TOMM22P5	0
RPS19P7	57
UBTD1	75
AVPI1	13
RRP12	30
LINC03036	5
CSTF2T	166
CYP2C61P	0
ARHGAP19	76
DPCD	53
POLL	44
RPL21P91	0
NPM1P31	0
SPCS2P2	0
RPS6P15	0
CHUK-DT	4
FAM204A	152
FAM53B-AS1	0
FBXW4	30
LBX1-AS1	0
GOLGA7B	1
PHB2P1	0
DNMBP-AS1	4
IGKV1OR10-1	0
TIMM9P1	0
PDCD11	100
LINC02930	5
PNLIPRP3	0
HMGN2P34	0
GOLGA7B-DT	0
EIF3A	2376
THNSL1	8
RHOBTB1	196
LYZL1	0
PTGES3P5	0
ARMH3	64
ITPRIP-AS1	0
AGAP9	0
PGAM1	146
CYP26A1	0
RPL34P20	0
FAM13C	25
RAD1P1	1
RPL17P36	14
ITPRIP	34
CFAP58	4
DNA2	33
ANXA2P3	4
LINC01435	4
PKD2L1	0
LINC02624	0
PPIAP39	0
TMEM26	21
CCNY	261
BTF3P15	0
DENND10	124
CACUL1	986
FRAT2	44
RPL19P16	23
RAB11FIP2	262
RPS8P4	4
RPL12P26	0
HMX3	9
DUX4L24	0
LDHAP5	0
FAM53B	58
LINC02681	0
RPL26P29	0
XIAPP1	1
FAM24B	30
PRLHR	0
BTBD16	0
OAT	368
COX20P1	17
MGMT	67
SFXN2	132
MTG1	14
FRG2B	0
IKZF5	169
RPL12P27	0
WBP1L	206
SLC25A18P1	0
DUX4L28	0
BCCIP	743
NTAN1P1	1
INPP5A	5
LINC01153	0
CHST15	26
TXNP1	0
ARL5AP2	0
TACC2	176
LINC02661	0
HABP2	44
RPS27P18	0
KCNK18	0
NKX1-2	0
LHPP	31
DHX32	23
TEX36-AS1	0
HTRA1	275
MKI67	15
PDZD8	389
DUX4L14	0
FAM24A	0
TEX36	0
LINC02674	0
TCERG1L-AS1	0
EEF1AKMT2	113
TM9SF3	1387
ZDHHC16	46
SFXN4	124
LINC02667	0
DUX4L20	0
MMP21	4
PPP2R2D	185
CASC2	34
RARRES2P2	0
DUX4L25	0
LINC01163	0
CUZD1	0
INSYN2A	36
DUX4L23	0
CLRN3	381
SAR1AP2	0
RPL7P36	0
AGGF1P2	0
WDR11	144
PRDX3	2366
EXOSC1	55
EDRF1-AS1	0
NANOS1	21
FANK1	33
DUX4L15	0
ACADSB	2536
ALDOAP2	0
DUX4L29	0
RBM20	50
XPNPEP1	102
DUX4L21	0
FOXI2	5
DMBT1L1	3
SLC18A2	0
RPS10P18	0
ABRAXAS2	162
SHTN1	281
TRIM8-DT	33
GPR26	0
ATRNL1	36
LINC02627	0
GNG10P1	0
STK32C	34
RPL23AP60	0
UROS	28
C10orf120	0
DUX4L11	0
BUB3	274
GRK5-IT1	0
FANK1-AS1	0
YBX2P1	0
CLUHP5	0
C10orf88	21
ARMS2	0
EDRF1	174
DUX4L10	0
TCERG1L	0
GRK5	89
ADD3-AS1	5
PPIAP38	0
TRAF6P1	0
DUX4L12	0
HMGB3P8	0
EDRF1-DT	2
NIP7P1	0
WNT8B	1
BUB1P1	0
ZNF488	3
DUX4L22	0
DUX4L13	0
RPS26P39	2
CCDC172	0
RGS10	31
BTBD7P2	0
MRPL35P3	0
MIR3663HG	0
NRG3	1
VAX1	1
XRCC6P1	1
CWF19L1	62
GJD4	1
RPL23AP59	0
ADD3	1660
CPXM2	93
GPR158	0
DNMBP	144
PPIAP31	0
MMS19	274
ARL3	340
HPSE2	2
ENO4	2
LINC02646	0
NHLRC2	239
EMX2	431
RTKN2	12
OPALIN	0
CYP26C1-DT	0
GAPDHP45	0
LINC02641	0
C10orf67-AS1	0
RPL34P19	0
LINC00867	1
PTCHD3P1	0
ERLIN1	216
GSTO2	40
HMGB1P7	0
RNU6-576P	0
MIR6078	0
RNU6-163P	0
RNU6-889P	0
MIR6072	0
RNA5SP299	0
RNU6-1095P	0
RN7SL198P	1
RNA5SP300	0
MIR548AK	0
RNU6-1075P	0
RNU2-18P	0
RNU6-1212P	1
RNA5SP303	0
MIR511	0
RNU6-1141P	0
RNU6ATAC39P	1
MIR4480	0
MIR4481	0
MIR548Q	0
RNU6-88P	0
RN7SKP219	0
RN7SKP37	0
RNA5SP306	0
RNU6-413P	0
RNA5SP304	0
RN7SKP132	0
MIR604	0
SNORD115	8
MIR938	0
RNU6-908P	0
RNU6-632P	0
RN7SL825P	1
RN7SKP220	0
RNU7-22P	0
RN7SL398P	0
MIR4683	0
RNU6-1118P	0
RNU6-795P	1
RNU6-1170P	5
RNU6-885P	0
MIR3156-1	0
RNA5SP312	0
RNU6-1207P	0
MIR605	0
RNA5SP318	0
RN7SKP196	0
RNU6-543P	0
MIR3924	0
MIR1296	0
RNA5SP319	0
SNORD98	0
MIR4676	0
MIR606	0
RN7SL518P	0
RNU6-673P	0
SNORA71	0
RN7SL840P	3
RNU6-325P	0
RNU6-478P	0
RN7SKP238	0
RNA5SP322	0
MIR346	0
RNU6-129P	0
RN7SKP143	0
RNU6-441P	0
MIR4678	0
RNA5SP324	0
SNORA12	48
RNU6-422P	1
RNU2-43P	0
MIR6507	0
MIR4482	2
RN7SKP278	0
RNA5SP326	0
RNU5B-6P	0
RNU6-463P	0
RNU4-5P	0
RNU6-1165P	0
RNU2-59P	0
MIR3663	0
RNU6-839P	0
RNA5SP325	0
MIR3158-1	0
MIR3158-2	0
MIR609	0
RNU2-42P	0
SNORA19	1
MIR4484	0
RN7SL749P	4
RNU6-728P	0
MIR4681	0
MIR378C	0
RNA5SP328	0
MIR3941	0
LRRC27	17
PWWP2B	25
LINC01165	0
TMEM26-AS1	0
LINC02625	4
PSD	5
CUEDC2	34
MIR146B	0
C10orf95	0
MFSD13A	20
ACTR1A	56
RPL23AP58	11
RNU6-43P	0
EIF4BP2	1
NPM1P30	10
NEBL-AS1	0
LUZP4P1	0
RNU6-15P	6
LINC02881	0
RPL9P21	0
PLAU	153
C10orf55	7
ANKRD1	27
RNU6-740P	0
LINC00502	0
DDX18P6	0
RPL35AP24	0
SNORA74C-2	0
RNA5SP317	0
SLC9A3P3	0
WASHC2A	527
SLC9A3P1	0
DYNC1I2P1	345
LINC02621	0
RN7SL591P	0
ZNF365	2
LINC02929	0
ALDH7A1P4	0
ADO	192
LINC02666	2
MIR4297	0
EBF3-AS1	0
RPL21P16	808
LINC01561	14
PLPP4	68
MIR4675	0
MTND1P21	0
LINC02643	0
MRM3P1	0
MIR1915	0
SKIDA1	23
RNU6-306P	0
NPS	0
OLAH	4
BAG3	10019
PRKG1	99
VCL	483
SUFU	58
NRAP	4
RNU6-946P	0
RNU6-490P	0
MASTL	35
RNU2-24P	0
RNU7-12P	0
LRRC37A6P	3
RPL7AP8	16
RPAP2P1	0
ANKRD26	468
RNU6-1274P	0
RPL13AP5	1774
MIR607	0
HMGN2P35	0
SLIT1	2
SLIT1-AS1	0
NET1	633
CALML5	0
CALML3-AS1	8
CALML3	0
RN7SL445P	0
ASB13	15
GDI2	678
NRBF2P5	0
RPL12P28	0
LASTR	4
CEP55	5
RNA5SP323	0
FFAR4	2
PDE6C	0
FRA10AC1	513
LGI1	12
RAB11AP1	0
RPSAP7	0
CDNF	1
HSPA14	147
CNNM2	80
RPS15AP29	3
MARCKSL1P1	0
ST13P13	127
RPEL1	42
INA	0
PCGF6	5
RNU11-3P	0
ATP5MK	548
MIR1307	0
SLC35G1	17
PIPSL	24
PLCE1-AS2	0
HDAC1P1	0
RNU6-657P	1
PLCE1-AS1	5
NOC3L	138
TBC1D12	84
CTBP2P2	11
TUBB8	0
IL9RP2	0
RNA5SP297	0
RNA5SP298	0
RN7SL754P	1
ATP5MC1P8	0
KCNMA1-AS1	0
KCNMA1-AS2	0
COX6CP15	0
RNA5SP321	0
KCNMA1-AS3	0
MBL2	0
ABCC2	415
SHLD2P3	4
RN7SL453P	0
RHEBP2	40
FAM25C	0
RPL7P34	0
LIPF	0
NAPGP1	0
KRT8P38	0
RCBTB2P1	0
LIPM	0
LIPN	145
RNU6-598P	7
EEF1A1P39	0
DNM1P17	0
GOLGA2P6	0
RN7SL241P	0
MIR7162	0
NIFKP1	17
CCND3P1	0
MAP3K8	32
HNRNPA1P32	0
RN7SL63P	0
SNRPGP12	0
SMNDC1	477
DUSP5-DT	1
HMGB3P5	5
DUSP5	235
MTPAP	78
RNU6-571P	0
MED28P1	0
ACTBP14	0
SRGN	1054
RPS12P17	0
ANXA8	0
RUFY2	136
LCOR	456
KIFBP	221
RPP30	112
NEBL	254
DOCK1	134
CC2D2B	7
CFAP43	115
TRIM8	241
DMBT1	0
HSPA12A	251
RNU6-883P	2
RPS26P41	0
MYOZ1	1
SYNPO2L	0
SYNPO2L-AS1	0
BMS1P4-AGAP5	0
BMS1P4	0
RNA5SP320	0
DUSP8P5	0
SEC24C	1
FUT11	217
CHCHD1	215
ZSWIM8	47
ZSWIM8-AS1	0
NDST2	8
CAMK2G-AS1	0
C10orf71	0
RPL35AP23	0
TIMM23	160
SNORA74C-1	0
MSMB	0
RPL23AP61	0
AGAP7P	13
LINC00200	0
VPS26A	262
SUPV3L1	56
HKDC1	1011
RPS15AP28	1
ATP5MC1P7	5
TSPAN15	2
TMEM256P1	0
MTATP6P23	0
MTCO2P23	0
MTCO1P23	2
MTND2P15	0
MTND1P20	0
FAM241B	15
LINC02651	0
RNU6-666P	0
RNU6-452P	0
LINC02673	0
FAM210CP	0
TRIAP1P1	0
PTCHD3	0
ACBD5	494
KIF11	5
RPL11P4	0
RN7SL644P	0
LINC02636	1
AIFM2	55
SAR1A	421
CALM2P2	220
RPS25P9	0
PPA1	267
TYSND1	46
RNA5SP309	0
SPTLC1P1	2
RPS15AP5	227
NSMCE4A	40
HPS6	38
LDB1	233
PPRC1	63
NOLC1	251
ELOVL3	0
PITX3	0
AK3P5	0
MTND4LP11	0
RPL7AP53	0
PFKP-DT	2
PITRM1-AS1	3
RNU6-687P	0
NEFMP1	3
MIR548F1	0
GAPDHP21	0
PITRM1	55
RNY3P12	0
MARK2P9	0
NPAP1P2	0
CTSLP6	0
PGGT1BP2	0
BMS1P21	0
MBL1P	0
SFTPD	1
SFTPD-AS1	4
ZNRF2P3	0
DPY19L2P5	0
C1DP3	5
C1DP2	1
C1DP4	0
TMEM254-AS1	3
TMEM254	146
RPL22P18	28
MACROH2A2	42
NPFFR1	1
LINC02668	0
MLLT10	243
EPC1	393
KIF20B	130
TIMM23B	29
R3HCC1L	39
PSTK	18
CABCOCO1	3
MSANTD7	70
NUTM2D	4
PTPRE	89
AP3M1	73
HERC4	543
MXI1	387
HECTD2	33
ADK	92
IFIT6P	0
IFIT1B	0
IFIT1	165
SLC16A12	460
SLC16A12-AS1	6
RPL15P14	0
ANAPC16	631
DDIT4	416
RNU6-805P	1
SNX19P4	0
RNA5SP305	0
RN7SKP241	0
PRPF38AP2	0
HACD1	40
STAM-DT	4
STAM	180
TMEM236	15
LARP4B-DT	0
GTPBP4	461
IDI2	0
RNA5SP310	0
ANTXRLP1	0
AGAP14P	10
ANXA8L1	1
LINC00842	1
HNRNPA1P33	0
NPY4R	0
STOX1	61
RNU6-697P	1
DDX50	272
CDH23-AS1	0
C10orf105	0
VSIR	58
MIR7152	0
CDH23	1
RNU7-38P	0
PPIF	161
ZCCHC24	82
TPRX1P1	0
RPS12P18	1
SFTPA2	0
MBL3P	0
SFTPA3P	0
SFTPA1	0
LINC02679	0
NUTM2B-AS1	47
BEND3P3	0
WAPL	468
RNU6-780P	0
WAPL-DT	3
CYP2C58P	0
RPL7AP52	0
CYP2C9	8
MTND4P20	0
CYP2C59P	0
CYP2C60P	0
CYP2C8	0
PAWRP1	0
RPS3AP36	4
ALDH18A1	102
ENTPD1	85
LOXL4	1
MIR1287	0
MIR4685	0
LINC02620	0
SORCS3	9
SORCS3-AS1	0
MCMBP	136
MIR4682	0
NACAP2	0
CH25H	9
LIPA	274
TCTN3	87
IFIT3	70
OGDHL	221
MAPK6P6	0
RPL21P89	0
SGMS1	186
RNU7-107P	1
SHQ1P1	0
RPS26P38	0
PAPSS2	225
ATAD1	275
RN7SL78P	1
KLLN	6
RPL11P3	188
ARID5B	1479
RPL26P6	374
MSS51	8
PPP3CB	433
SEC31B	31
NDUFB8	260
HIF1AN	167
SLF2	177
MIR608	0
TWNK	35
PDZD7	3
KAZALD1	5
IFIT2	67
MIR8086	0
MPP7-DT	0
ZNF101P1	0
LINC02652	0
RPSAP10	0
RN7SKP39	0
WAC-AS1	80
RNU4ATAC6P	0
TPRKBP1	2
RNU6-1067P	0
BAMBI	147
RNU6-270P	0
ADGRA1-AS1	0
RPL5P28	1
UTF1	0
VENTX	3
MIR202HG	2
MIR202	0
ADAM8	87
ZNF511	65
ZNF511-PRAP1	0
CALY	0
BANF1P2	0
PRAP1	27
FUOM	39
ECHS1	2222
MIR3944	0
PAOX	11
ERCC6	117
HMGB1P50	0
CHAT	0
SLC18A3	0
C10orf53	1
ZNF248	35
NCOA4	745
DRGX	0
PTER	290
EIF5AL1	177
HMX2	20
PARG	75
FZD8	110
TIAL1	297
SLC16A9	647
FAM107B	2360
SFR1	7
LINC03046	2
OGA	1461
KCNIP2	0
KNDC1	3
FGF8	3
GFRA1	32
RNU1-19P	1
MMRN2	30
SNCG	5
ADIRF-AS1	1
ADIRF	0
BMS1P3	0
AGAP11	0
FAM25A	0
RNU6-529P	5
SHLD2	296
RN7SL733P	0
RAB18	1011
ADGRA1	2
GPAM	89
TECTB	0
MIR6715B	0
MIR6715A	0
GUCY2GP	0
ZEB1	169
ARL6IP1P2	37
RNU6-811P	0
RN7SL314P	0
TMEM161BP1	32
VN1R53P	0
TUBGCP2	235
ZDHHC6	339
CEP57L1P1	0
EIF4EBP2	1113
NODAL	0
YY1P1	1
EBF3	9
C10orf143	8
CTAGE7P	2
PPIAP32	0
GLRX3	139
BEND7-DT	2
RPL6P24	0
RNA5SP301	0
ACSL5	21
MIR107	0
PANK1-AS1	0
MIR5100	0
LINC02623	0
LINC01264	0
RET	12
CSGALNACT2-DT	1
CSGALNACT2	89
RASGEF1A	3
LINC02633	0
RNU6ATAC11P	0
RPL5P26	0
GLUD1	273
LINC02665	0
COX6CP17	0
RNU6-535P	0
RN7SKP167	0
MIR5699	0
DIP2C-AS1	34
CTNNA3	1
RPL7AP51	0
MIR7151	0
AKR1B10P1	0
RPL21P92	0
DNAJC12	88
RNU6-1250P	0
RN7SL394P	0
DNAJC19P1	0
RNU6-523P	0
RPL12P8	11
SIRT1	232
RPS3AP38	9
RN7SL220P	3
POU5F1P5	0
DNAJB12	178
SORCS1	23
FBXL15	46
SH2D4B	0
ANTXRL	0
SYT15B	9
AGAP5	0
LBX1	0
FAM25G	0
LINC02680	8
ADAM12	10
LIPK	0
ZFYVE27	170
MPP7	101
SORBS1	403
SFMBT2	39
ASAH2	9
FXYD4	23
HNRNPF	647
SNORD3J	0
LINC02916	8
RNU7-193P	0
ZNF239	5
CAP1P2	0
ZNF485	0
ZNF32-AS3	0
RPL21P88	0
ZNF32	9
ZNF32-AS1	0
ZNF32-AS2	1
ZNF487	51
CCNJ	13
MIR3157	0
RNU6-271P	0
NPM1P25	0
PRF1	0
ADAMTS14	0
RPS26P40	0
PCBD1	790
TBATA	0
TLX1NB	0
TLX1	0
CALHM2	6
CALHM1	0
CALHM3	0
NEURL1-AS1	0
SH3PXD2A-AS1	0
RN7SL524P	0
MED6P1	0
RNA5SP311	0
PTPN20	72
FRMPD2B	0
BMPR1A	132
OPN4	0
BNIP3	165
CXCL12	187
OR6L2P	0
OR7M1P	0
CYP2E1	3
SYCE1	0
OR6L1P	0
SPRN	0
RN7SKP202	0
ATOH7	13
LINC02640	48
KRT19P4	0
PBLD	965
HNRNPH3	1761
EIF3LP3	0
FXYD6P2	0
ZNF37A	378
TACR2	1
ZMIZ1	275
PSAP	4186
WASHC2C	223
CAMK1D	18
MICU1	221
RBP4	322
ARHGAP21	617
JMJD1C	1015
ALOX5	7
PRKCQ	20
YME1L1	506
SPOCK2	254
RPL7P35	0
SMC3	835
MYPN	9
LDB3	19
JAKMIP3-AS1	0
DPYSL4	1
JAKMIP3	0
AGAP4	11
GBF1	629
AKR1C2	40
BTAF1	211
NEURL1	2
USP6NL	24
SVIL	198
MCU	170
NUTM2E	0
PLCE1	130
LRRTM3	0
TAF3	229
GATA3-AS1	8
RN7SKP288	0
RNA5SP327	0
PDCD4	63
MIR4680	0
BBIP1	67
SHOC2	220
RPL13AP6	0
MIR548E	0
ADRA2A	11
EGR2	55
TAF5	34
USP54	6
BMS1P7	0
FRMPD2	1
RPS6P14	0
MAPK8	103
ARHGAP22	9
ARHGAP22-IT1	0
RPL13AP19	0
DDX21	2117
PANK1	136
LINC02635	1
MIR3611	0
RNU7-77P	13
ATP6V1G1P4	0
ANKRD22	20
PTCD2P2	0
STAMBPL1	9
ACTA2-AS1	0
ACTA2	3
MIR4679-2	0
MIR4679-1	0
SFTA1P	2
LINC00710	2
CELF2-AS2	0
CELF2-AS1	0
NUDT13	21
SNORA11F	15
ECD	127
FAM149B1	52
DNAJC9	5
EIF4A2P2	0
DNAJC9-AS1	0
MRPS16	185
RNU6-833P	0
ANXA7	439
CELF2	98
CFAP70	51
ATE1	214
RNU1-65P	0
HMGN2P8	0
GHITM	3252
CERNA2	2
GPR15LG	0
CDHR1	2
LRIT2	0
RGR	4
LRIT1	0
LINC00858	0
RPL12P29	0
TNPO1P1	0
CACYBPP1	0
VIM	658
TMEM72	79
LRRC20	7
ADIPOR1P1	0
EBLN1	1
PSME2P6	51
RPL31P45	0
COMMD3	145
COMMD3-BMI1	0
BMI1	336
ADRB1	29
RNU6-709P	0
UBE2V1P5	0
CCDC186	1285
MIR2110	0
VWA2	12
AURKAP2	2
RNA5SP315	0
LINC02634	0
RNU6-794P	0
RNU6-1167P	0
CCNY-AS1	29
SYT15	36
SYT15-AS1	0
LINC02637	1
RHEBP1	0
RN7SL248P	0
GPRIN2	18
PLEKHA1	992
SH3PXD2A	53
WDFY4	4
MRPL43	249
LINC02649	2
LINC02642	0
LINC00836	11
LINC01374	0
TSPAN14-AS1	0
ATE1OSP	31
LINC00845	9
TMEM72-AS1	4
PDCD4-AS1	0
CELF2-DT	2
ADARB2-AS1	0
LINC02944	5
LARP4B	231
EPC1-AS1	0
RNU6-1244P	0
C1DP1	4
CASP7	247
MIR4483	0
DCLRE1A	40
PLEKHS1	3
TDRD1	58
LZTS2	5
AKR1E2	0
AKR1C6P	0
AKR1C1	225
ANKRD16	2
FBH1	19
IL15RA	37
IDI1	600
LINC02935	0
RPS15AP30	2
RNU7-165P	0
LYZL2	0
LINC02644	0
DDX10P1	8
ZNF518A	250
BLNK	254
OTUD1	222
KIAA1217	173
NUP35P1	0
MIR603	0
RPL23P11	1
LINC02629	0
PARD3	438
ELOBP4	0
RPL37P18	0
RPS12P16	141
PARD3-DT	1
SS18L2P1	1
RNU6-847P	0
RNU6-193P	0
PRDX2P2	0
ANKRD30A	0
FAM245B	35
AGAP13P	15
CNNM1	2
GOT1	724
AFAP1L2	46
RN7SL384P	0
RPL5P25	17
OPTN	959
SNRPGP5	0
BTBD7P1	0
RPL36AP36	1
MCM10	7
RNU6-6P	6
UCMA	0
PHYH	569
RBISP1	0
ZNF438	21
RNA5SP302	0
SUV39H2	17
MEIG1	3
OR7E110P	0
OR7E26P	0
OR7E115P	0
DCLRE1CP1	0
FAS	80
IL2RA	16
RPL32P23	0
RBM17	810
PFKFB3	416
RN7SKP78	0
MIR3155A	0
MIR3155B	0
SDCBPP1	0
PALD1	14
SEMA4G	5
RNU6-1231P	4
CYP17A1	83
PFN1P11	0
PTGES3P4	0
BORCS7	488
BORCS7-ASMT	0
AS3MT	0
RPL22P17	0
NT5C2	25
UNC5B	77
UNC5B-AS1	0
SLC29A3	19
NFKB2	28
SGPL1	233
LINC02622	0
SLK	898
COL17A1	2
MIR936	0
STN1	22
PDLIM1	97
ACSM6	2
MIR4294	0
VSTM4	58
FAM170B-AS1	0
FAM170B	0
LRRC18	0
CYP2C18	0
MTND4P19	0
TACC1P1	0
MTND1P18	0
PNLIPRP1	4
C10orf82	1
HSPA12A-AS1	0
RPL5P27	0
RNU6-1266P	0
IMPDH1P5	0
DLG5	8
RN7SL284P	0
DLG5-AS1	6
POLR3A	57
H2AZP5	0
RPS24	7333
GNAI2P2	0
HELLS	45
NUTM2B	2
TASOR2	422
PYROXD2	20
HPS1	111
PFKP	75
PRPF18	214
RNU6-1090P	0
PNLIP	0
PNLIPP1	0
PNLIPRP2	0
TSPAN14	333
SFXN3	29
SCART1	2
LIPJ	1
NPY4R2	0
PI4K2A	68
NPM3	44
AKR1C8	1
OLMALINC	154
LINC01475	0
NKX2-3	0
ENTPD7	66
EBAG9P1	10
CUTC	40
COX15	128
NANOGP6	0
CCDC6	756
LINC01553	0
ARL4AP1	1
ANK3-DT	2
CDK1	11
RNU2-72P	0
SLC25A28	52
NKX6-2	0
CFAP46	13
LINC01166	1
LINC01167	0
LINC01168	1
LINC00844	6
MANCR	4
LINC02660	0
HPS1-AS1	0
MIR1915HG	52
SLC18A2-AS1	1
SLC25A28-DT	2
C10orf88B	6
LINC01515	28
LINC02870	0
LINC01164	0
GOT1-DT	4
ZNF503-AS1	1
WDR11-DT	2
ZMIZ1-AS1	1
ZNF37BP	37
LINC02669	2
LINC00839	25
NUTM2A-AS1	74
LINC00702	9
ENTPD1-AS1	16
LINC00865	9
LNCAROD	0
KCNIP2-AS1	0
C10orf71-AS1	0
ST8SIA6-AS1	1
IATPR	0
ZEB1-AS1	16
VIM-AS1	5
C10orf95-AS1	32
MACORIS	0
CFAP58-DT	7
PRKCQ-AS1	34
RNA5SP308	0
RPL21P93	5
FRMD4A	128
NUTF2P5	0
MIR4293	0
MIR1265	0
IPMK	97
TPT1P10	0
CISD1	523
GATA3	481
PRPF38AP1	0
MARK2P15	0
HK1	86
CCDC7	138
LINC01517	26
LINC00837	1
ZMYND11	592
TCF7L2	205
IDI2-AS1	22
WDR37	166
RPS27P1	0
GAPDHP28	0
FAF2P1	0
TNKS2-DT	0
TNKS2	234
SRP9P1	0
SLC39A12-AS1	0
CACNB2	61
NSUN6	43
ARL5B	362
AIFM1P1	3
PCDH15	1
INPP5F	72
RN7SL846P	0
PHACTR2P1	0
SEC23IP	201
HSD17B7P2	84
CCNYL2	1
BMS1P2	0
FAM21FP	2
RSU1P2	33
FAM238C	0
FAM25E	0
FAM25BP	0
CFL1P1	62
LINC00993	0
ODAD2P1	0
CTSLP3	0
GLUD1P2	2
CCNYL4	0
AGAP12P	0
PTPN20CP	0
SHLD2P1	40
PARGP1	10
SVIL2P	2
FAM21EP	1
GLUD1P3	3
AKR1C7P	0
SEPTIN7P9	1
BMS1P1	37
SVIL-AS1	161
ANK3	968
TIMM23B-AGAP6	3
AGAP6	8
MIR4295	0
VTI1A	69
CREM	349
COL13A1	8
LINC02648	0
LINP1	1
LINC00706	11
LINC00707	2
ZRANB1	60
CTBP2	262
MIR4296	0
MRPS21P6	0
FGFR2	199
NEUROG3	0
WAC	2031
PLAC9	6
