symbol	C2_72h_ctrl	C2_72h_bilirubin	UJ_24h_ctrl	UJ_24h_bilirubin	UJ_72h_ctrl	UJ_72h_bilirubin	C2_24h_ctrl	C2_24h_bilirubin
TBX15	5.70327014925579	5.16613047582633	5.81987041694828	4.73174786963107	5.61280458237204	5.96391444374472	5.19530546309254	5.6637686967779
ZNF697	7.24854198849396	7.66611055967503	7.56366955044098	7.49844997015717	7.40412166879891	7.43549898045089	7.44874443329867	7.44254698138421
HMGCS2	5.4922210154898	5.02260925011262	5.80876444944416	5.15228918260857	5.59257790280419	4.98163244311184	5.13060959227312	5.33324266959153
REG4	6.37959094225287	5.95029439779808	6.55018314771461	6.31417696651324	6.5915975177521	6.98164600593264	5.98864819825685	6.33685863757201
NBPF7	7.03340536882477	6.99703092658021	7.0213826564115	7.02719790912272	7.25532811720113	7.01005715549601	7.1386122071905	6.84882667831593
ADAM30	4.59040268433387	4.21218268044034	4.63435304376767	4.53749808652184	4.52268735806484	4.02251719433641	4.31463428754905	4.45823894157671
NOTCH2	10.5298405215983	10.588204932335	9.4699700544408	9.93530949494881	9.65375759028752	9.45625769232978	10.5667628563399	10.4935021612516
FAM72B	7.60968444760843	7.53791514689179	7.19257752874424	7.94553056396872	7.49724246411096	7.4546034424373	8.05939800824617	7.41324880116398
FAM72C	8.60305398992665	8.44534918099361	8.45885775813067	8.8909235931259	8.44714715602	8.55438473726046	8.81026856335924	8.48124306084719
PPIAL4E	7.80150287168751	7.53184777454749	8.41476287957371	7.64575128359758	8.01864356181514	8.02348033312427	7.4623556218253	7.8347303015388
NBPF15	9.14449116481441	9.34135229922593	8.25387249146135	8.31757462295236	8.62746789843961	8.25629045995548	9.19466236578029	9.24159702982699
SRGAP2B	9.60072079579061	9.68336402715365	9.29809021820422	9.41698935230139	9.28963949138565	9.51088042945161	9.64819276672038	9.58913374055505
NBPF20	10.3157017878066	10.3962328724876	9.62074229356841	9.68801828558128	9.91187089736763	9.47063071213708	10.2276773260584	10.4337476918226
PDZK1	6.44830982536411	6.29836692825941	6.53886258379668	6.29550588789801	6.82320376408637	6.19652133641456	6.34736014812167	6.37308101301085
RNF115	8.31751110256766	8.61559864111286	7.87546703681619	8.43435742721267	8.18553545019795	8.23704699008967	8.50263382046353	8.40403509757318
PIAS3	7.97166798829524	8.04323312138144	7.66921906107662	8.03626158895131	7.93599964093842	7.89840312766474	8.23720109179993	7.7303633809538
ANKRD35	5.9345262951782	5.71178324440195	6.22113286964523	5.85431845126346	5.9639885001782	5.95110743448281	5.97863906981795	5.68023783976525
ITGA10	7.12122114257661	6.97184213459491	7.43634926133392	7.04948237406613	7.26556788966817	7.42932437667183	7.02588905929332	7.02722873954435
LIX1L	8.29175541406521	8.58870388579167	8.07838073122006	8.48197390642204	8.23140797319464	7.89220869281517	8.49086861673386	8.36680555981649
ANKRD34A	6.78201051483985	6.69152788473565	7.17730878522981	7.17217266682521	7.08588529037206	7.25220925555862	6.65529099528924	6.76869882726964
TXNIP	10.6055487320572	10.7271069075248	11.198164696319	11.5680874799516	11.3369266815434	10.7663907903945	10.8590727259114	10.625082593137
HFE2	4.29709699161093	4.43478340858308	4.51158941768023	4.01595942869405	4.41459888446775	4.36241842139236	4.42631013792956	4.24648404930753
LOC105371242	6.58658613071176	6.253794526984	6.62616483931663	6.53966794968487	7.08089602808881	6.60862150321363	6.36363149497942	6.54056931359657
PRKAB2	7.44812613223456	7.52224897681949	6.87938652598834	7.6933341971956	7.29311095571798	7.3953055458047	7.5789889320217	7.44108018229742
FMO5	5.20063855398095	4.76883272583593	5.35027072457154	5.38674811143925	5.17237608793324	5.11639064988059	4.70510804303026	5.13636649218277
ACP6	6.55031685699093	6.80248476023759	6.5904726410997	6.76224725045657	6.54083199204834	6.58394002324806	6.8648531421477	6.54779251261642
GJA5	6.25069607193795	5.69186019622776	6.51470081278839	6.39995899593245	5.93989698508927	6.031889094147	5.87952111289634	6.02290469170725
NBPF11	9.28416372211221	9.35774507246762	8.22666507095945	8.57469216619909	8.48459602668405	8.11919079742916	9.33548625062368	9.24340120887814
PPIAL4G	7.77201951023511	7.61572226079713	8.05681240349818	7.74360337207179	7.84835234890744	7.93466400967734	7.44531984888818	7.75812069658416
NBPF9	9.3587911708799	9.65801434619771	8.32706986221651	8.32203638752916	8.53099974344916	8.17787215685285	9.58309251760102	9.35708700867031
HIST2H2BF	12.9809480413858	12.9863666462166	12.8226280135992	12.9704085760975	12.9336178881507	12.8166180214806	12.9092443502941	12.987162786355
HIST2H3D	9.59492322929983	9.67319989503491	9.48004998385163	9.50765039574316	9.65586291674746	9.83688416317924	9.44375504891766	9.71760267969238
HIST2H4A	10.7578724859854	10.9362650011293	11.1363690158189	11.2337240705763	11.1705401241287	11.7558759669752	10.8259067931831	10.7888661590298
HIST2H2AB	10.5916798946358	10.6615982145362	10.4368310686462	10.7310589637021	10.6600270947789	10.5018025112436	10.6107594611406	10.5508182341193
SV2A	9.30738199380107	9.65327310827922	9.85100140742404	9.59268848120775	9.54584329807567	9.63816404888239	9.50380174743519	9.41580274496826
SF3B4	9.911675851867	9.91129939669156	9.78592747586486	10.0342039489261	9.89229381509232	9.49089040021203	9.96605475082414	9.81954129235644
MTMR11	6.678037157812	6.59831694791862	7.19072914691802	6.97232407174205	6.94370288948641	7.41905445827269	6.52289882135664	6.75279569832453
OTUD7B	7.43494735940665	7.64147203603585	6.80272887744754	7.81528717533744	7.35158389387782	7.38292193590706	7.54204314983696	7.55515229470278
ANP32E	9.71491559354412	9.82331181893054	9.73248823544272	9.87384422753287	9.673582875252	10.1516507034847	9.89353202228612	9.67812410200311
APH1A	9.78313190246515	9.90315828625635	9.41594027257267	9.78825948840829	9.8333393470813	9.63515606865357	9.81515630698872	9.85867616817548
ENSA	10.0229292448484	10.3612493622882	9.77177268964505	9.94366060023639	9.79484065878424	9.58402778693556	10.3074980310569	10.0484706644713
GOLPH3L	8.40294193979712	8.3892901384638	7.36671019417004	8.0756460503842	7.96404454727343	7.73439619187976	8.4569861860922	8.36221060227459
HORMAD1	4.2018855881295	3.93174876630025	4.32144266442634	4.03971881359571	4.36299472245745	4.39913344028415	4.07530525710279	4.14799215718763
CTSS	4.9977964696658	4.97553487290508	5.38616263707518	4.51655262786593	5.43479532997167	5.49941207072353	4.77404284703542	5.22981522132029
CTSK	7.12742564656091	6.86754652626067	7.04666500375664	6.92977401514567	7.29648766822752	7.28101669891384	6.77800470585524	7.24534218757139
ARNT	8.81846574336012	9.12681325140124	8.38669196206163	8.77574174767106	8.62571570228616	8.65313531177894	9.06402787401673	8.84318203041352
CERS2	8.30289116091563	8.11939185743407	7.81069765841705	8.07288346650846	7.71547420774352	7.40452008723796	8.4379440117946	8.00591925288368
FAM63A	7.66720955681619	7.75403492053715	7.31984661857507	7.27741176533701	7.39485101007175	7.61181275624714	7.66871682492885	7.73145008853398
SEMA6C	8.95914559645241	9.10566625483679	8.78576426488391	8.58499980524393	8.62261198367186	8.65632953846609	8.90985109673512	9.11268435942511
LYSMD1	7.28856924803602	7.17269244481203	7.41429711675945	7.67306840559117	7.31994842545557	7.52817009859411	7.25937298694178	7.23066138607785
PI4KB	6.66032615525667	7.13516551859072	7.12825006750284	6.98060405322735	7.28444820719058	7.03087372790702	6.87391525625818	6.99100758687708
RFX5	8.86280587830189	8.96533772645686	8.28186643457898	8.70551687343834	8.42108698195487	8.1203875256236	9.02363292460779	8.77467865933841
SELENBP1	6.75909854826745	6.58095395851595	7.1970341258676	7.09870019539251	6.79268598218754	6.9269269501496	6.68367725865246	6.71900082872568
POGZ	10.1557415894665	10.4875692996201	9.45720346054268	10.0547784575197	10.0008164980447	9.69847990226918	10.2737043614868	10.2762120501278
TDRKH	8.0818459273198	8.54829529199813	8.18009634114625	8.76501184409025	8.18478365415433	8.12530587700791	8.51282897019454	8.24594044145699
CELF3	9.64466643172651	9.9146478803992	9.95624370709293	9.88236378412715	9.86362847339052	9.83034875519857	9.67704359486375	9.80726300654203
MRPL9	9.36547632957854	9.40963401736725	9.39585613179833	9.78280580830183	9.63873517625618	9.51891035656716	9.65487982504646	9.34026586960854
C2CD4D	7.37569862625137	6.93346841533704	7.80208771389589	7.13298511130888	7.51827911644269	7.66983475271034	7.0323240605577	7.21267026953631
THEM5	7.32818387672324	6.59255306845081	7.53134034059928	7.44518067705113	7.3634776337124	7.40728837975693	6.89030398148376	7.05605000165595
THEM4	7.09441387174043	7.10288427174753	7.01884301097191	7.04872358867424	6.62328640280739	6.67938716418684	7.07023407882092	7.24679389523921
S100A10	7.36648486750801	6.80544682068725	6.90646515925995	6.57720333678042	6.21580186856992	6.91387473778242	7.69372140180865	6.6012803255887
S100A11	6.15172187638447	5.88325334346129	6.04889731385943	5.82085951834289	5.40613579476356	5.74725155780738	6.46132463779796	5.76720231300974
LOC100131107	5.74296051487254	5.28155109140861	6.28359764787781	5.69487433091604	5.98248438487254	6.16501381221507	5.59646696794925	5.40711225651909
TCHHL1	5.7292929077191	5.25334473651177	5.99192521522154	5.87980543446047	5.8784594379001	5.95701017243996	5.33354277731154	5.65464485958266
TCHH	3.53690001434672	3.54679471984474	3.98238849755889	3.13321409968141	3.91503675355714	3.47028482307536	3.67395384621935	3.41070763278331
RPTN	5.59027404797028	5.27926907251862	6.27590553566794	6.02668219402831	6.06550248862484	5.93798859655542	5.24551934095303	5.58113651289077
HRNR	4.10514811970792	4.09370211234116	4.21748972343592	4.24311766948119	4.17307297838581	4.1811728545557	3.90392047614628	4.24345009971433
FLG	4.86038862661483	4.561840331273	4.88732648527407	5.095065504287	4.49275588462814	4.73478847062774	4.79894057905031	4.55546957547025
FLG2	3.86784019850345	4.18967947282874	4.12417500369095	4.15146786662614	4.10527787355177	3.98372931481378	4.20564842375147	3.8454521658083
CRNN	7.33329996025013	7.19184316490818	7.41298099477273	7.51223376951451	7.39621215837448	7.19898574442368	7.07201391250442	7.38316201836108
LCE3E	5.9869503019454	5.39866995157497	6.45490820564488	6.39851517330293	6.36990335804446	6.61021118505164	5.5568158068195	5.90383216253165
LCE3D	6.84513193418606	6.13877273912959	7.19072003763123	6.71153694970832	6.47116095060202	7.19056629620092	6.35462856020914	6.59158599673524
LCE3A	7.7247087730687	7.53003004031235	7.99795333129166	7.50592328984271	7.79010804845717	7.66824936930604	7.39381122781177	7.76354774025959
LCE1C	10.3504429294446	10.1322934924232	10.4829384948156	10.1613315900264	10.357448901885	10.3905700236371	10.0493767100678	10.3304366529599
SPRR2D	6.80102529744254	6.18250291469085	7.24850645348218	6.55227210769384	6.7435369962115	6.85770404592943	5.90121462536939	6.96310555382141
SPRR2B	5.67869305649088	5.4949017472949	5.95059394533718	5.1429222694324	5.37564156247956	5.71415594295914	5.07750376515442	5.93317130061406
SPRR2E	7.31802463230839	6.93491334357599	8.0115432086893	7.42275912744031	7.65454360959631	7.80005738385302	6.94415402287795	7.31478177508306
SPRR2F	5.0256098483291	4.96446417029335	5.711253149651	5.51699183748214	5.38035293618828	5.23626099973861	4.77129335754681	5.12825627850146
SPRR2G	6.26136579764239	5.43329785619786	6.62035638473827	6.10785024252891	6.38985571158299	6.23794741027958	5.56855703180605	5.99038614021152
PGLYRP3	4.25592234698938	4.30449819551399	4.76112619635318	4.6376956929755	4.44042321368366	4.99398710326001	4.00237644740582	4.45400137366873
PGLYRP4	7.35915710184023	7.27749400373316	7.22054486655434	6.66262304782501	6.87506211509123	7.01321855306283	7.2843368702839	7.23874185816394
S100A12	4.51353192521264	4.39465310253702	5.00884998185496	4.91506109553436	5.25551712000877	4.84122761257913	4.49145593296455	4.4404489957257
S100A8	4.68211538910038	4.47925680479726	4.76890014795039	4.7650854977076	4.82463492885689	4.85919638045688	4.46626876584943	4.67827095794718
S100A7L2	4.25717759748816	3.69011590020617	4.08313484052293	4.37670963164999	4.265271905154	3.93920262956057	4.06809807954029	3.86306674832518
S100A7	5.24488543859034	4.9978413034827	6.0887713798834	5.21889958775924	5.35118930812416	5.2018705999909	4.87454827383104	5.31292852537347
S100A6	6.63289409523526	6.15567722312627	6.47832517170598	6.64755502320778	6.5769705446571	6.78539574253539	6.46404331357208	6.40161312032443
S100A5	5.48825798714361	5.26302711956467	5.02475667783109	4.77917968125556	5.09204899542587	5.04067664094429	5.22973988712963	5.45424326656956
S100A4	7.13894188754638	6.963082962297	7.18279688473319	7.06026301141775	7.09384288461689	7.35980843990211	6.99202531150486	7.13878049700243
S100A3	7.10636568957237	7.20514378748259	7.80578053617577	7.0780363360158	7.20386934185023	7.17781131327462	6.85249133412021	7.35927145178172
S100A2	6.70453833827077	6.4780617003436	6.88421014618296	6.67747111555834	6.89440026251209	7.06401675554016	6.52070589218795	6.6518659717865
S100A16	5.83273266224998	6.30912742991168	6.05447405991606	5.67884861909742	5.85710735788363	5.94202588517069	6.39449681207914	5.77771836838182
S100A14	7.05794354992408	6.6666980380524	7.0368615276053	7.06381956955169	7.23758585882904	7.37939463471657	6.80708359889247	6.88290646814131
S100A13	7.32383696763611	6.96685024622344	7.10218685163551	7.10163976040683	6.3075890168407	6.61171182202326	7.54419697926905	7.04802067258321
ILF2	11.4539034793506	11.5176233757031	11.3804703017479	11.6600982324789	11.5563190742996	11.3505006037476	11.6106976243133	11.4512609238586
GATAD2B	8.7983614339345	8.89528025883238	8.41460535974998	8.7734701669457	8.60983749919987	8.50647597286809	8.66722279266603	8.93281569537468
DENND4B	7.08331914284267	6.98576852469761	7.02171937787132	6.96190776191882	7.12507015289422	7.18682096659791	7.04649908238783	7.03749025496063
CRTC2	7.23817446003585	6.91953654287549	7.14239813137697	7.29078078120953	7.27982065049229	7.05791915481116	6.92087468478629	7.15611650909395
SLC39A1	6.68367878622257	6.87451831430601	6.69154776036931	6.5381233997839	6.56663698698421	6.32727902663279	6.89399579420311	6.60341420538834
JTB	9.12578887826239	9.16181818367703	9.62916255817546	9.53177533313451	9.55947824885399	9.51336478419107	9.31188322497546	9.31713057671185
RAB13	10.4601449680513	10.5499559548542	10.5941213345232	10.7024264841675	10.5987830378154	10.8853797708385	10.3953971060233	10.5165520746843
NUP210L	5.26763746910833	5.1606842108292	5.38675494702794	4.93467672570882	4.9910113960711	5.3796758011619	5.31579421250019	5.03273430026829
TPM3	11.7470995310196	11.5856373426039	11.627112813882	11.6655100358999	11.5884195668914	11.4549728616334	11.7010248816923	11.5868551556556
C1orf189	5.61191067866655	5.40771292449958	5.53994813327712	5.52453818337622	5.4461185746114	5.41835362773875	5.42214835249956	5.50543175031088
C1orf43	9.53854965675072	9.81505411751795	10.1202237067716	10.2850624878265	9.84384491595311	9.51480544377903	9.76125077681529	9.71034752369909
UBE2Q1	7.60023152695765	8.06980889805471	7.42017489557033	8.07313141797515	7.50646811936699	7.75970899747428	7.91267985523336	7.83036541857779
ADAR	7.64278524249433	8.00831893075362	7.38023372448728	7.90097874934734	7.21454501217715	7.1739882310137	7.88657926454055	7.68309235970519
KCNN3	8.16036905199465	8.61563393385306	7.3552096144932	7.11576714738849	6.82800164208376	7.13182933252089	8.28730748203309	8.45235528602818
PMVK	7.47534250529042	7.57727596004199	7.12677072954095	7.21656842019068	7.44202896896946	7.50329878284446	7.68130356126458	7.30965751084063
PBXIP1	7.74838617470543	7.58398376259592	7.91625517288431	7.96298638088322	8.0465253485491	7.78843160187685	7.48505469385544	7.83984061021773
DCST2	6.50045366221504	5.95325436301303	6.63520894987215	6.86736012989787	6.40583786187161	7.10957871370554	6.07033466785314	6.37688472283145
DPM3	8.18055989728941	8.22661015403811	8.17389799161252	8.25992880787658	8.22193248179523	7.98856673001323	8.22997710887153	8.1788137881716
THBS3	12.7181591629913	12.5458526867608	12.8251836205579	12.7226291016304	12.9768095340307	12.8737253915496	12.3251895448286	12.6943052578456
FAM189B	6.47313935027569	6.63191687910633	6.16976476742479	6.49860166138823	6.14581692816438	6.49045174647523	6.53264135888308	6.53412412108805
SCAMP3	8.63580154912562	8.83007417541958	8.80251349648983	8.97070124360717	8.76506887623077	8.97223718364543	8.90653106834047	8.66228401652866
CLK2	9.06490463381277	9.19482368659411	8.59144519095018	8.98552223066341	9.05144869501891	8.52727408959633	9.16044263154845	9.09419154035229
PKLR	7.16024865042197	6.8371555160729	7.50142601848144	7.40291270141361	7.39881188697591	7.39146229321526	6.87419714380536	7.05749837700168
RUSC1-AS1	7.17275074279674	7.3625135883456	7.34737643921426	7.25492122995433	7.27246093906004	7.42187351612441	7.297450123415	7.19385088596489
ASH1L	7.97515561758049	8.18712895644209	7.9526197000255	8.12299979905302	8.19825589959635	8.07578764169715	8.0437852507524	8.08548295529692
GON4L	9.37786711569474	9.53272752208673	9.33581977139677	9.59726544218663	9.48521570966701	9.32731377806991	9.4347582699328	9.43677470128989
RIT1	9.35213883568674	9.62383494538024	9.04697499422522	9.25966557167403	9.26384397902172	8.94859626105638	9.49301467312312	9.51361769580878
KIAA0907	8.02734948128662	8.30695449900882	8.04662757213356	8.10131631399013	8.03653821360811	7.77745461211925	8.276540402875	8.01052561924815
SSR2	11.2993590022883	11.4443964686151	11.5319297339748	11.8349520590729	11.7927510482583	11.5519641313211	11.4683162869439	11.45933008845
UBQLN4	8.78667875233094	9.01308714099289	8.30069051851007	8.66789461283474	8.74191188085217	8.74818804126404	8.91586316212624	8.79377504261454
MEX3A	8.04428524856855	8.00798454630606	7.48219641381938	7.80080909864307	7.80882045828327	7.75978558213755	7.98906091738927	8.01274153194661
PAQR6	7.66922160335932	7.61258358634966	7.92162526079301	7.53620330906489	7.88028560433265	7.85451127458575	7.50152108823863	7.78511531714897
SMG5	7.82059802527494	7.97219013790599	7.40196130358445	7.76258629943084	7.63815172716365	7.60311784519715	7.98674264778162	7.78222304762623
VHLL	3.85698447831408	3.5336987122986	3.97885308657184	3.78842318386603	3.79347066310585	4.0194091817303	3.84669103860967	3.48239432248425
CCT3	10.5999250555741	10.6795336849389	10.4234282777934	10.8457894408224	10.641005053146	10.4245061443943	10.730538160371	10.6704249458373
MEF2D	7.67927253252009	7.7469617221145	7.60563454128175	7.64503552439754	7.62821563146191	7.48439283047469	7.67023508619554	7.72669845194331
IQGAP3	7.67655601452559	7.57816359805316	7.37688734326125	7.3467451424474	7.39722300854645	7.58837968894018	7.77386902872121	7.52347608909261
GPATCH4	8.59058239515855	8.47609531027223	7.93239545410708	8.47522364190639	7.94634024547117	7.31612993845576	8.63515238722205	8.37928806062669
NES	10.4487815666749	10.4226754667059	10.0430293324318	10.8549300163341	10.7760287599254	10.4371769110071	10.4612854369156	10.3240230919193
CRABP2	9.26877721465857	8.83280479609921	8.92307399954136	9.97788922271769	9.10058157841975	9.52937388637829	9.4002647763179	8.75720563969725
ISG20L2	7.82733759780188	7.87902231602492	7.64842055962445	8.10772249381775	7.82229285568893	7.70621251528812	7.81733090888489	7.84826774600659
MRPL24	7.14962572376839	7.30636281079481	7.47769696817901	7.55185706247534	6.96083670191236	7.24481964494516	7.38503620989665	7.23843421141691
HDGF	9.93298195094487	9.96270727534616	9.63638072635677	9.73295005489086	9.5894934551882	9.63949521142999	9.91956094344052	9.88797428825678
SH2D2A	6.14742480289514	5.9846474025577	6.30055370343404	5.93529379513693	6.175406270912	6.29426858213842	5.88154127152481	6.19954505609129
INSRR	6.93744541260568	6.6771193332479	6.97490025595156	6.85691732389494	7.17629125347723	7.4769366417485	6.83152593638452	6.69335038068214
ARHGEF11	6.89854972795342	7.14306936299334	7.21852259138447	7.27671738821547	7.11185197734908	6.85973220225635	7.06001395142194	6.95868839021606
ETV3L	6.78879645423615	6.62559871104089	6.51098066835484	6.45964660133189	6.53766898756468	6.5013107450415	6.65827195574984	6.65043612445582
ETV3	9.05189845295447	9.05477439601751	8.93015477929982	9.13063110810485	9.14431115298909	8.59584360605914	9.0136785936079	9.00635052276562
FCRL5	5.06836375425222	4.9017138731926	5.43175976104158	4.71761480273963	5.06569090402529	5.39705463679916	4.90903619061689	4.97258371069044
FCRL4	6.21792232518966	6.18665983337717	6.2072027644512	6.63943961797921	6.38224519881149	6.56071974018665	6.11446222352569	6.23040038112303
FCRL3	6.09367743038951	5.06028543138903	5.49130990456708	5.29328073143156	5.93108399432538	5.29769204409635	5.1767487469795	5.84989718721903
FCRL2	4.02475688075741	3.72532354135951	4.44535641579872	4.06160920467129	4.15175285447609	4.18321842167491	4.25511221131205	3.5810818570512
FCRL1	7.27018268832519	6.79697476996833	7.25618412711503	7.03297792144446	7.17423065124829	7.05140863227471	6.8734426175003	7.17027137100233
CD5L	5.68437895993271	5.05416052202004	6.08417930947869	5.47050773797929	5.74648138559136	5.33084085450773	5.11872884377627	5.55810324449697
CD1B	6.12805823308766	5.69393120366714	6.26172538360044	6.06172564289854	6.33874791948028	6.21178831148318	5.73668681470077	6.01767709123881
OR10T2	4.64376700871928	4.28009960056191	4.84784300185548	4.39499363180378	4.79532317853891	4.39736753877345	4.19003727265654	4.6435448059434
OR10K2	6.81606276172064	5.92111465453215	7.29315352853583	6.74192321312487	6.96715849278095	7.0206271445066	6.0996949128365	6.67224962239014
OR6Y1	5.77784413090366	5.01385101268091	5.38271393396108	5.6321149581226	5.69070560855891	5.33491711760012	5.10367375181629	5.64674163236037
OR6P1	5.59224743446638	5.27693912312042	5.42626443812475	5.1642055814137	6.04505466093351	5.76949789840402	5.26819758662677	5.53451252578069
OR10X1	3.97203454469234	3.88233853141317	4.27956698978465	4.09206714337149	4.36256098114991	4.1560344080823	3.90341721909325	3.96427568419656
SPTA1	5.75117879978643	5.6720813802819	6.06338706476243	5.55021164705674	6.25901606871636	5.56127765485931	5.69302311390714	5.7168460389669
OR6K2	5.64114284843896	4.76332175944854	5.57152171098783	5.62555982857301	6.06218295641786	5.8772558653752	5.10859709913914	5.32026624855606
OR6K3	4.03117981022242	3.70981012021008	3.81313669068181	3.73860167754158	4.07913792172563	4.28113389866773	3.84549481567793	3.93203618899502
OR6N1	6.70665989712728	6.82296009963844	6.94193976859191	6.30918417003182	6.72976764152853	6.75952520094559	6.77601830323622	6.67735061362395
OR6N2	4.4928457118727	4.57561016414996	4.8561801884632	4.94884746641057	5.21893486819521	4.69989269422669	4.31304467334034	4.69077987750006
AIM2	7.08576292876602	7.13058002533444	7.12404000430153	7.2442129273956	7.31471059999608	7.44284805727985	7.06002629890387	7.18098129978857
OR10J3	6.08083213397993	5.927440887831	6.09390067492144	6.10431619586316	6.45420195159639	6.26926562287107	6.03013073730621	5.9863546548935
OR10J5	4.13988259856601	3.77721660068617	4.42582530131132	4.4092744095736	4.06556663111623	4.0965414154083	4.08617346515542	3.92790556357096
CRP	5.45628437154514	4.60600639315731	5.33076388743912	4.83527661028963	5.29608896394342	5.33817644172822	4.66678558434102	5.41223330678116
TAGLN2	7.60650447621913	7.63481943215059	7.36616496145621	6.9638722589294	7.13450180920618	7.33831254497681	7.75671066135621	7.49439612694191
IGSF9	7.16988129964153	7.55124143879935	7.54438026468423	7.55603237285348	7.48121161246358	7.56892321400066	7.45080515147244	7.33686161050817
SLAMF9	4.51485724222387	4.41199814995116	4.93150750211796	4.47109960954966	5.1558137082361	4.68756595559631	4.23076841637614	4.64619880523004
PIGM	8.29808895556399	8.50190076843533	8.09272837679797	8.34645448287716	8.1348906400457	8.24562931616668	8.33678318303397	8.42751292346438
KCNJ10	4.85417417160834	5.00226626912562	5.04244630070909	5.08241617312196	5.16819078901457	5.16177750084142	4.8138783699882	5.03802900202418
IGSF8	8.48681114067787	8.35920480679486	8.52488084137552	8.47667233868722	8.50788086435969	8.57233764080195	8.18273883801367	8.65128531303788
COPA	10.197989492294	10.2546064989131	9.70926823716325	10.0208741522111	9.90726550107465	9.44413388993458	10.2533410510827	10.1113191102092
CD84	6.32974639900908	5.94854357846015	6.8401727205941	6.25372524702344	6.66535284567278	6.56809684236529	5.88919882814032	6.30665507108565
SLAMF1	5.77068126846756	5.43714596008757	5.72320118206556	5.84968289345612	5.69342550568002	5.95344980563462	5.36058620522199	5.73151390766618
CD48	5.53236803766923	5.51148734081307	5.75844638054649	5.6231887712374	5.80257084178384	5.79401728930798	5.46227040728892	5.60485962115424
CD244	5.34662208764967	4.5681601105394	5.61984454662434	5.28617027385133	5.74265713221358	5.5946501307945	4.62460754561652	5.28646590905112
ITLN1	6.65775953946673	6.78244234335789	6.68394233026871	6.36939069109484	6.51110671694397	6.40917866186941	6.51560624132797	6.83507696713213
ITLN2	5.7759988463072	5.41383512056322	5.89166249708012	5.26844604600185	5.59451245280625	5.55499343398149	5.43872169848088	5.7262317736538
USF1	7.59326225149385	7.77202781335236	7.80599304462261	7.84016617157391	7.71043972470177	7.65255470209381	7.7202700663922	7.63254110892635
ARHGAP30	5.70996035880596	5.55387984857223	5.55971108326373	5.56763181579499	5.87062736527862	6.05027350765677	5.24530036203318	5.98029812722837
PVRL4	8.34057750384467	7.98215309576228	8.70681654983992	8.33686898712238	8.60107352422694	8.55635803987341	7.9956880724783	8.28960407671116
PFDN2	9.51517415372406	9.23112297196842	9.40794772025822	9.20671369086826	9.35583048165535	9.41574828127923	9.51941535168873	9.29004109693652
DEDD	8.72970219907639	8.71837334939791	8.75243381068736	8.62075842597024	8.73063416609787	8.74678977563781	8.72994873946785	8.73334743544824
B4GALT3	7.74695026356654	7.80864580419691	7.34944702114678	7.59969199725277	7.63823585394613	6.73034156813339	7.86661555603556	7.73413200727569
ADAMTS4	6.19161586616847	6.57808258006128	7.08303669526987	5.92203548604276	6.86332647640688	6.19832817878235	6.22642865745313	6.50842790529633
APOA2	4.82731674433368	4.43677208277504	5.60339908833608	4.9984725428923	4.62926407747783	4.91696913126073	4.51068402834449	4.64895857985762
NR1I3	6.70530948337585	6.16925990272887	6.81842843293287	6.57557243988437	6.69350972641578	6.90674884543006	6.21382189833473	6.68374171561423
MPZ	6.68527486998151	6.76662426279142	7.49879635820767	6.6788027263535	7.27092180018867	7.30428330454417	6.6272713755361	6.79108782744544
CFAP126	7.15471600033569	6.85103910079857	7.16910791368231	6.93219582205521	6.54871530207928	7.76084400811075	7.22309212780289	6.79709239664335
FCGR3A	5.7189763827038	5.38588807874228	5.62823759283652	5.64953872734736	5.59330543145479	5.92958833098208	5.21474282149394	5.80586871347077
FCGR3B	5.49887323037329	5.1636661372092	6.04514226838907	5.7316182887092	5.80749254675751	5.75505199554702	5.07222406791766	5.45849956064015
OLFML2B	6.67017855977104	6.86498829106656	7.17782819532712	6.79058152715839	7.25416631773258	6.94534338743152	6.68114302699417	6.8721186218673
C1orf111	7.49072853202893	7.44845809210566	7.80673929947749	7.4297612224846	7.55922363884485	7.6740094404161	7.35143046369708	7.51825896545736
SH2D1B	5.1746987938309	4.67942879834328	5.7299265301829	5.18475521458384	5.84621892795841	5.30995551405085	4.56769833178519	5.21411859241749
CCDC190	4.50963444865647	4.35472390564744	5.37040358678813	4.57966513742573	4.89272099963611	4.7533753460333	4.39617602198385	4.41984008498309
RGS5	5.65841542955015	6.56153699326574	5.38917452819328	5.96804791580346	5.8051644253553	5.94184002400516	6.23375831625047	6.1033862165614
LMX1A	8.17748304731801	7.83040608481968	7.82182257712617	8.09209180338748	7.84598070828649	8.3247412574708	7.92091676047537	7.98706452125618
RXRG	4.64582177871404	4.21971999950782	4.84068788040498	4.06347534987428	4.52799798321508	4.62163309183968	4.27162247917287	4.55550414689296
ALDH9A1	8.84411500259782	8.78813617189597	8.48105116661647	8.63889723671189	8.64280163499005	8.35805010925439	8.87440627467416	8.76414787035049
TMCO1	8.47965002371721	8.50766339331245	8.76814566898063	8.72907571196597	8.51578001209711	8.71873883263946	8.64319536062884	8.56376203141933
FAM78B	6.72989917024889	6.31623385393784	7.11549032520706	7.01325043143293	7.19635274169183	6.48032841936268	6.45515973724265	6.70629189851583
